#,,distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
2278,2278,0.463277,62,26,2.70805,3,0.693147,5.291503,2.70805,29.92,1888
2279,2279,0.666667,62,26,2.70805,4,0.693147,4.690416,2.197225,29.94,0
2280,2280,0.756208,64,26,2.406945,4,0.693147,4.690416,2.197225,29.93,0
2281,2281,0.553047,64,26,2.406945,3,0.693147,4,1.386294,29.92,0
2282,2282,0.349887,64,26,2.406945,4,0.693147,4.358899,2.197225,29.96,3574
2283,2283,0.146727,64,26,2.406945,4,0.693147,5.91608,2.197225,29.98,20529
2284,2284,0.056433,64,26,2.406945,3,0.693147,6.708204,2.833213,29.98,32263
2285,2285,0.259594,64,26,2.406945,2,0.693147,6.557439,2.772589,29.96,21543
2286,2286,0.462754,64,26,2.406945,2,0.693147,5.477226,2.639057,29.97,1894
2287,2287,0.665914,64,26,2.406945,2,0.693147,4.358899,2.197225,29.99,0
2288,2288,0.756208,64,26,2.360854,3,0.693147,4.358899,2.197225,29.97,0
2289,2289,0.553047,64,26,2.360854,4,0.693147,5.477226,1.94591,29.96,0
2290,2290,0.349887,64,26,2.360854,3,0.693147,5.477226,2.079442,29.97,5766
2291,2291,0.146727,64,26,2.360854,3,0.693147,6.63325,2.484907,29.99,27487
2292,2292,0.056433,64,26,2.360854,2,0.693147,7.28011,2.70805,29.98,35153
2293,2293,0.259594,64,26,2.360854,3,0.693147,6.855655,2.70805,29.95,20955
2294,2294,0.462754,64,26,2.360854,2,0.693147,5.91608,2.484907,29.95,2356
2295,2295,0.665914,64,26,2.360854,3,0.693147,5,1.94591,29.96,0
2296,2296,0.756208,62,27,2.501436,3,0.693147,4.358899,2.079442,29.94,0
2297,2297,0.553047,62,27,2.501436,4,0.693147,5.291503,1.386294,29.93,0
2298,2298,0.349887,62,27,2.501436,4,0.693147,5.477226,2.197225,29.95,4724
2299,2299,0.146727,62,27,2.501436,4,0.693147,5.744563,2.484907,29.95,20343
2300,2300,0.056433,62,27,2.501436,3,0.693147,6.082763,2.772589,29.95,20905
2301,2301,0.259594,62,27,2.501436,3,0.693147,6.082763,2.944439,29.94,21711
2302,2302,0.462754,62,27,2.501436,3,0.693147,5.477226,2.772589,29.93,3010
2303,2303,0.665914,62,27,2.501436,4,0.693147,4.690416,2.639057,29.95,0
2304,2304,0.756483,61,27,2.772589,4,0.693147,4.358899,2.772589,29.92,0
2305,2305,0.553551,61,27,2.772589,4,0.693147,4,2.302585,29.89,0
2306,2306,0.35062,61,27,2.772589,4,1.098612,4,2.70805,29.92,1653
2307,2307,0.147689,61,27,2.772589,4,1.098612,4.690416,2.197225,29.93,17545
2308,2308,0.055242,61,27,2.772589,3,0.693147,5.656854,3.044522,29.92,28838
2309,2309,0.258174,61,27,2.772589,3,0.693147,5.196152,3.044522,29.92,16318
2310,2310,0.461105,61,27,2.772589,4,0.693147,4,3.044522,29.92,2179
2311,2311,0.664036,61,27,2.772589,4,0.693147,4.358899,2.639057,29.95,0
2312,2312,0.756483,62,26,2.70805,4,0.693147,4.358899,2.639057,29.93,0
2313,2313,0.553551,62,26,2.70805,4,0.693147,4,2.833213,29.92,0
2314,2314,0.35062,62,26,2.70805,4,0.693147,4,2.484907,29.94,940
2315,2315,0.147689,62,26,2.70805,4,0.693147,4.358899,2.70805,29.96,10068
2316,2316,0.055242,62,26,2.70805,3,0.693147,5.477226,2.890372,29.95,30530
2317,2317,0.258174,62,26,2.70805,3,0.693147,5.477226,3.044522,29.91,21210
2318,2318,0.461105,62,26,2.70805,3,0.693147,4.358899,2.772589,29.88,1986
2319,2319,0.664036,62,26,2.70805,3,0.693147,4,2.484907,29.88,0
2320,2320,0.757336,66,29,2.484907,3,0.693147,3.605551,1.386294,29.86,0
2321,2321,0.554176,66,29,2.484907,2,0.693147,3.605551,1.386294,29.85,0
2322,2322,0.351016,66,29,2.484907,1,0.693147,4.690416,1.791759,29.87,8499
2323,2323,0.147856,66,29,2.484907,1,0.693147,5.196152,1.791759,29.86,28574
2324,2324,0.055305,66,29,2.484907,1,0.693147,6.78233,3.091042,29.84,33454
2325,2325,0.258465,66,29,2.484907,1,0.693147,6.082763,3.218876,29.81,21182
2326,2326,0.461625,66,29,2.484907,1,0.693147,5.291503,2.833213,29.79,1931
2327,2327,0.664786,66,29,2.484907,0,0.693147,4.690416,2.772589,29.8,0
2328,2328,0.756483,63,27,3.190476,0,0.693147,4.123106,2.197225,29.76,0
2329,2329,0.553551,63,27,3.190476,1,0.693147,3.605551,2.484907,29.75,0
2330,2330,0.35062,63,27,3.190476,1,0.693147,5,2.197225,29.77,8805
2331,2331,0.147689,63,27,3.190476,2,0.693147,6.082763,3.091042,29.77,28536
2332,2332,0.055242,63,27,3.190476,3,0.693147,5.91608,3.526361,29.75,26470
2333,2333,0.258174,63,27,3.190476,2,0.693147,5.91608,3.610918,29.73,21306
2334,2334,0.461105,63,27,3.190476,1,0.693147,5.477226,3.496508,29.71,2016
2335,2335,0.664036,63,27,3.190476,1,0.693147,4.690416,3.433987,29.71,0
2336,2336,0.756483,59,26,2.985682,1,0.693147,4.795832,3.465736,29.72,0
2337,2337,0.553551,59,26,2.985682,1,0.693147,3.741657,2.484907,29.71,0
2338,2338,0.35062,59,26,2.985682,2,1.386294,5,1.94591,29.75,7747
2339,2339,0.147689,59,26,2.985682,2,0.693147,5.91608,2.484907,29.76,29088
2340,2340,0.055242,59,26,2.985682,3,0.693147,6.082763,3.044522,29.79,32083
2341,2341,0.258174,59,26,2.985682,2,0.693147,5.91608,3.401197,29.78,20057
2342,2342,0.461105,59,26,2.985682,2,0.693147,5.291503,2.302585,29.77,2016
2343,2343,0.664036,59,26,2.985682,1,0.693147,4.795832,3.496508,29.8,0
2344,2344,0.75761,61,28,2.797281,1,0.693147,4.472136,3.465736,29.82,0
2345,2345,0.554679,61,28,2.797281,1,0.693147,4.123106,2.833213,29.84,0
2346,2346,0.351747,61,28,2.797281,1,0.693147,5.477226,2.397895,29.87,8741
2347,2347,0.148816,61,28,2.797281,1,0.693147,6.63325,1.791759,29.89,29346
2348,2348,0.054115,61,28,2.797281,1,0.693147,6.928203,3.135494,29.9,34592
2349,2349,0.257046,61,28,2.797281,1,0.693147,6.480741,3.135494,29.88,21607
2350,2350,0.459977,61,28,2.797281,1,0.693147,5.744563,3.044522,29.87,1971
2351,2351,0.662909,61,28,2.797281,1,0.693147,4.795832,2.70805,29.88,0
2352,2352,0.75761,67,29,2.459589,0,0.693147,4.472136,2.079442,29.85,0
2353,2353,0.554679,67,29,2.459589,1,0.693147,4.795832,1.386294,29.82,0
2354,2354,0.351747,67,29,2.459589,0,0.693147,5.291503,1.386294,29.84,8824
2355,2355,0.148816,67,29,2.459589,0,0.693147,5.477226,1.791759,29.83,29010
2356,2356,0.054115,67,29,2.459589,0,0.693147,8.306624,2.890372,29.8,33697
2357,2357,0.257046,67,29,2.459589,0,0.693147,7.615773,3.218876,29.77,21260
2358,2358,0.459977,67,29,2.459589,0,0.693147,5.91608,2.944439,29.73,2009
2359,2359,0.662909,67,29,2.459589,0,0.693147,5.291503,2.639057,29.75,0
2360,2360,0.758465,66,30,2.525729,0,0.693147,4.795832,2.302585,29.73,0
2361,2361,0.555305,66,30,2.525729,1,0.693147,4.795832,2.197225,29.71,0
2362,2362,0.352144,66,30,2.525729,0,1.098612,5.291503,1.94591,29.73,8555
2363,2363,0.148984,66,30,2.525729,0,0.693147,5.91608,1.791759,29.73,28488
2364,2364,0.054176,66,30,2.525729,0,0.693147,7.549834,2.70805,29.72,33111
2365,2365,0.257336,66,30,2.525729,1,0.693147,6.708204,3.135494,29.72,20969
2366,2366,0.460497,66,30,2.525729,1,0.693147,5.477226,2.890372,29.73,1990
2367,2367,0.663657,66,30,2.525729,1,0.693147,4.472136,2.639057,29.78,0
2368,2368,0.75761,63,32,2.186051,1,0.693147,3.741657,2.397895,29.78,0
2369,2369,0.554679,63,32,2.186051,1,0.693147,3.162278,2.079442,29.79,0
2370,2370,0.351747,63,32,2.186051,1,0.693147,4.690416,1.386294,29.83,1983
2371,2371,0.148816,63,32,2.186051,1,0.693147,5.196152,1.94591,29.87,25265
2372,2372,0.054115,63,32,2.186051,0,0.693147,5.656854,2.397895,29.88,35033
2373,2373,0.257046,63,32,2.186051,0,0.693147,6.403124,1.94591,29.85,18600
2374,2374,0.459977,63,32,2.186051,1,0.693147,5.477226,2.197225,29.87,1060
2375,2375,0.662909,63,32,2.186051,1,0.693147,4.123106,2.639057,29.91,0
2376,2376,0.75761,65,26,2.261763,1,0.693147,3.741657,2.079442,29.91,0
2377,2377,0.554679,65,26,2.261763,2,0.693147,4.123106,1.791759,29.92,0
2378,2378,0.351747,65,26,2.261763,1,0.693147,5.291503,1.386294,29.94,2539
2379,2379,0.148816,65,26,2.261763,1,0.693147,5.477226,2.197225,29.93,22145
2380,2380,0.054115,65,26,2.261763,1,0.693147,7,1.791759,29.91,33481
2381,2381,0.257046,65,26,2.261763,2,0.693147,7,2.944439,29.91,22023
2382,2382,0.459977,65,26,2.261763,2,0.693147,5.291503,2.833213,29.91,1886
2383,2383,0.662909,65,26,2.261763,1,0.693147,5,2.302585,29.92,0
2384,2384,0.759594,63,29,2.379546,1,0.693147,4.472136,2.197225,29.9,0
2385,2385,0.556433,63,29,2.379546,3,0.693147,4.123106,2.639057,29.91,0
2386,2386,0.353273,63,29,2.379546,4,1.098612,4.123106,1.386294,29.92,0
2387,2387,0.150113,63,29,2.379546,1,0.693147,5.656854,1.94591,29.93,0
2388,2388,0.053047,63,29,2.379546,1,0.693147,6.244998,2.302585,29.91,2668
2389,2389,0.256208,63,29,2.379546,1,0.693147,6.557439,2.833213,29.87,21718
2390,2390,0.459368,63,29,2.379546,2,0.693147,5.744563,2.639057,29.87,2086
2391,2391,0.662528,63,29,2.379546,0,0.693147,4.472136,2.197225,29.9,0
2392,2392,0.759594,70,30,2.370244,0,0.693147,4.472136,2.302585,29.88,0
2393,2393,0.556433,70,30,2.370244,0,0.693147,3.741657,2.079442,29.88,0
2394,2394,0.353273,70,30,2.370244,1,0.693147,5,1.386294,29.91,8376
2395,2395,0.150113,70,30,2.370244,0,1.098612,5.385165,1.386294,29.92,27771
2396,2396,0.053047,70,30,2.370244,0,0.693147,7.549834,2.397895,29.89,32483
2397,2397,0.256208,70,30,2.370244,0,0.693147,8.124038,3.091042,29.86,20505
2398,2398,0.459368,70,30,2.370244,0,0.693147,7.549834,2.890372,29.85,1950
2399,2399,0.662528,70,30,2.370244,0,0.693147,6.855655,2.197225,29.87,0
2400,2400,0.759594,70,30,2.533697,0,0.693147,5.91608,1.791759,29.85,0
2401,2401,0.556433,70,30,2.533697,1,0.693147,5.291503,2.397895,29.84,0
2402,2402,0.353273,70,30,2.533697,0,0.693147,5.656854,1.386294,29.87,8112
2403,2403,0.150113,70,30,2.533697,0,0.693147,6.63325,1.94591,29.87,27692
2404,2404,0.053047,70,30,2.533697,1,0.693147,7.211103,3.044522,29.84,32832
2405,2405,0.256208,70,30,2.533697,1,0.693147,7.071068,3.178054,29.8,20767
2406,2406,0.459368,70,30,2.533697,1,1.098612,5.477226,2.772589,29.78,1996
2407,2407,0.662528,70,30,2.533697,1,0.693147,4.358899,2.484907,29.81,0
2408,2408,0.760452,62,30,2.66026,0,0.693147,4,2.302585,29.8,0
2409,2409,0.557062,62,30,2.66026,1,0.693147,2.645751,2.70805,29.8,0
2410,2410,0.353672,62,30,2.66026,1,1.098612,4,2.484907,29.82,8254
2411,2411,0.150282,62,30,2.66026,1,0.693147,5.477226,2.772589,29.82,29225
2412,2412,0.053107,62,30,2.66026,1,1.098612,6.244998,3.044522,29.8,34434
2413,2413,0.256497,62,30,2.66026,1,1.386294,6.244998,2.944439,29.77,21417
2414,2414,0.459887,62,30,2.66026,1,0.693147,5.291503,2.70805,29.78,2070
2415,2415,0.663277,62,30,2.66026,0,0.693147,4.690416,1.94591,29.82,0
2416,2416,0.761582,65,32,2.208274,0,0.693147,4.690416,1.94591,29.81,0
2417,2417,0.558192,65,32,2.208274,1,0.693147,3.605551,1.94591,29.79,0
2418,2418,0.354802,65,32,2.208274,1,0.693147,5,1.386294,29.81,1645
2419,2419,0.151412,65,32,2.208274,1,0.693147,5.196152,2.079442,29.82,18567
2420,2420,0.051977,65,32,2.208274,1,0.693147,6.164414,2.197225,29.81,34320
2421,2421,0.255367,65,32,2.208274,2,0.693147,6.403124,2.772589,29.77,22350
2422,2422,0.458757,65,32,2.208274,1,0.693147,5.477226,2.397895,29.78,2137
2423,2423,0.662147,65,32,2.208274,2,0.693147,4.690416,2.197225,29.82,0
2424,2424,0.762443,65,31,2.261763,2,0.693147,4.358899,1.94591,29.81,0
2425,2425,0.558824,65,31,2.261763,4,0.693147,5,1.791759,29.82,0
2426,2426,0.355204,65,31,2.261763,4,0.693147,5,1.386294,29.84,1748
2427,2427,0.151584,65,31,2.261763,1,0.693147,5.477226,1.791759,29.84,15670
2428,2428,0.052036,65,31,2.261763,1,0.693147,6.708204,2.197225,29.83,35405
2429,2429,0.255656,65,31,2.261763,1,0.693147,6.708204,2.772589,29.8,21784
2430,2430,0.459276,65,31,2.261763,1,0.693147,5,2.833213,29.81,2106
2431,2431,0.662896,65,31,2.261763,1,0.693147,4,2.302585,29.84,0
2432,2432,0.763307,64,29,2.587764,1,0.693147,3.605551,2.079442,29.85,0
2433,2433,0.559456,64,29,2.587764,4,0.693147,4.123106,2.197225,29.85,0
2434,2434,0.355606,64,29,2.587764,4,0.693147,5,1.386294,29.87,2399
2435,2435,0.151755,64,29,2.587764,1,0.693147,5.656854,2.397895,29.88,22313
2436,2436,0.052095,64,29,2.587764,1,0.693147,6.557439,2.890372,29.87,34373
2437,2437,0.255946,64,29,2.587764,1,0.693147,6.403124,3.091042,29.86,21804
2438,2438,0.459796,64,29,2.587764,1,0.693147,5,2.944439,29.88,1953
2439,2439,0.663647,64,29,2.587764,1,0.693147,4.358899,2.397895,29.93,0
2440,2440,0.764172,61,29,2.734368,2,0.693147,4.358899,2.079442,29.92,0
2441,2441,0.560091,61,29,2.734368,4,0.693147,4.472136,2.397895,29.92,0
2442,2442,0.356009,61,29,2.734368,4,1.098612,4.358899,2.302585,29.94,2670
2443,2443,0.151927,61,29,2.734368,1,0.693147,5.91608,2.70805,29.96,27457
2444,2444,0.052154,61,29,2.734368,1,0.693147,6.403124,3.044522,29.95,34647
2445,2445,0.256236,61,29,2.734368,2,0.693147,6.082763,3.178054,29.94,21996
2446,2446,0.460317,61,29,2.734368,1,0.693147,4.472136,3.044522,29.95,2118
2447,2447,0.664399,61,29,2.734368,2,0.693147,4.123106,2.772589,29.98,0
2448,2448,0.764172,64,27,2.484907,3,0.693147,3.741657,2.397895,29.98,0
2449,2449,0.560091,64,27,2.484907,4,0.693147,4.123106,2.197225,29.97,0
2450,2450,0.356009,64,27,2.484907,3,0.693147,4.690416,1.386294,30,1643
2451,2451,0.151927,64,27,2.484907,1,0.693147,6.082763,2.079442,30.01,18585
2452,2452,0.052154,64,27,2.484907,1,0.693147,6.708204,3.091042,29.99,34902
2453,2453,0.256236,64,27,2.484907,1,0.693147,6.557439,2.890372,29.97,21778
2454,2454,0.460317,64,27,2.484907,1,0.693147,5.477226,2.70805,29.97,2075
2455,2455,0.664399,64,27,2.484907,1,0.693147,4.690416,2.484907,29.99,0
2456,2456,0.76504,61,27,2.778819,3,0.693147,4.690416,2.197225,29.98,0
2457,2457,0.560726,61,27,2.778819,4,0.693147,4.690416,2.197225,29.98,0
2458,2458,0.356413,61,27,2.778819,4,0.693147,4.472136,2.397895,30.01,1093
2459,2459,0.1521,61,27,2.778819,2,0.693147,5.477226,2.890372,30.02,10324
2460,2460,0.052213,61,27,2.778819,3,0.693147,5.291503,2.944439,30.03,29059
2461,2461,0.256527,61,27,2.778819,1,0.693147,6.082763,3.091042,30.02,21963
2462,2462,0.46084,61,27,2.778819,3,0.693147,5.291503,3.135494,30.03,2095
2463,2463,0.665153,61,27,2.778819,3,0.693147,5,2.484907,30.05,0
2464,2464,0.766175,62,27,2.821379,4,0.693147,5,2.484907,30.04,0
2465,2465,0.561862,62,27,2.821379,3,0.693147,5,2.70805,30.03,0
2466,2466,0.357548,62,27,2.821379,2,0.693147,5.477226,2.639057,30.04,7462
2467,2467,0.153235,62,27,2.821379,1,0.693147,6.63325,2.890372,30.05,29899
2468,2468,0.051078,62,27,2.821379,0,0.693147,7,3.135494,30.03,35486
2469,2469,0.255392,62,27,2.821379,1,0.693147,6.63325,3.135494,30,22253
2470,2470,0.459705,62,27,2.821379,1,0.693147,5.291503,2.944439,29.97,2065
2471,2471,0.664018,62,27,2.821379,2,0.693147,4.472136,2.397895,29.98,0
2472,2472,0.767918,62,27,2.631889,3,0.693147,4.690416,2.639057,29.95,0
2473,2473,0.56314,62,27,2.631889,4,0.693147,4.472136,2.302585,29.93,0
2474,2474,0.358362,62,27,2.631889,1,0.693147,4.690416,1.386294,29.94,2844
2475,2475,0.153584,62,27,2.631889,1,0.693147,5.91608,2.944439,29.96,21133
2476,2476,0.051195,62,27,2.631889,2,0.693147,5.91608,3.135494,29.97,29027
2477,2477,0.255973,62,27,2.631889,2,0.693147,6.082763,2.944439,29.93,22350
2478,2478,0.460751,62,27,2.631889,1,0.693147,5.744563,2.639057,29.91,2045
2479,2479,0.665529,62,27,2.631889,0,0.693147,5.291503,2.079442,29.93,0
2480,2480,0.767918,64,28,2.928524,0,0.693147,4.690416,1.94591,29.92,0
2481,2481,0.56314,64,28,2.928524,1,0.693147,4.472136,2.484907,29.91,0
2482,2482,0.358362,64,28,2.928524,1,0.693147,5.291503,2.639057,29.95,8087
2483,2483,0.153584,64,28,2.928524,1,0.693147,6.855655,2.484907,29.95,28523
2484,2484,0.051195,64,28,2.928524,0,0.693147,6.708204,3.218876,29.96,33563
2485,2485,0.255973,64,28,2.928524,1,0.693147,6.855655,3.401197,29.91,21125
2486,2486,0.460751,64,28,2.928524,2,0.693147,5.477226,2.890372,29.91,1980
2487,2487,0.665529,64,28,2.928524,1,0.693147,4.472136,3.135494,29.94,0
2488,2488,0.768793,60,26,2.753661,3,0.693147,4.123106,2.833213,29.95,0
2489,2489,0.563781,60,26,2.753661,3,0.693147,3.162278,2.484907,29.96,0
2490,2490,0.35877,60,26,2.753661,3,0.693147,4.123106,2.197225,29.98,6537
2491,2491,0.153759,60,26,2.753661,3,0.693147,5,2.833213,30.01,29343
2492,2492,0.051253,60,26,2.753661,1,0.693147,6.403124,3.218876,29.99,34620
2493,2493,0.256264,60,26,2.753661,1,0.693147,6.403124,2.890372,29.96,21575
2494,2494,0.461276,60,26,2.753661,1,0.693147,5.291503,2.70805,29.97,2026
2495,2495,0.666287,60,26,2.753661,1,0.693147,4.690416,2.890372,29.99,0
2496,2496,0.770548,61,28,2.747271,3,0.693147,4.123106,2.302585,29.98,0
2497,2497,0.565068,61,28,2.747271,1,0.693147,3.741657,2.302585,29.98,0
2498,2498,0.359589,61,28,2.747271,1,0.693147,5,2.397895,29.99,2162
2499,2499,0.15411,61,28,2.747271,2,0.693147,5.91608,2.772589,30.01,27381
2500,2500,0.05137,61,28,2.747271,3,0.693147,5.91608,3.091042,30.01,32108
2501,2501,0.256849,61,28,2.747271,2,0.693147,6.082763,3.091042,29.98,20796
2502,2502,0.462329,61,28,2.747271,2,0.693147,5,3.044522,29.96,1995
2503,2503,0.667808,61,28,2.747271,3,0.693147,3.605551,3.135494,29.99,0
2504,2504,0.770548,62,28,2.66026,4,0.693147,3.162278,2.944439,29.99,0
2505,2505,0.565068,62,28,2.66026,3,0.693147,2.645751,2.079442,29.99,0
2506,2506,0.359589,62,28,2.66026,3,0.693147,4.123106,2.079442,30,1846
2507,2507,0.15411,62,28,2.66026,3,0.693147,5.656854,2.639057,30.02,22926
2508,2508,0.05137,62,28,2.66026,3,0.693147,6.855655,2.944439,30.02,30448
2509,2509,0.256849,62,28,2.66026,4,0.693147,5.91608,3.178054,30.01,14217
2510,2510,0.462329,62,28,2.66026,3,0.693147,4.358899,2.484907,30,1398
2511,2511,0.667808,62,28,2.66026,3,0.693147,4.123106,2.833213,30,0
2512,2512,0.771429,62,28,2.839078,3,0.693147,3.162278,2.302585,30.01,0
2513,2513,0.565714,62,28,2.839078,3,0.693147,2.645751,2.70805,30.02,0
2514,2514,0.36,62,28,2.839078,3,0.693147,2.645751,2.484907,30.05,6342
2515,2515,0.154286,62,28,2.839078,2,0.693147,5.91608,2.70805,30.07,28764
2516,2516,0.051429,62,28,2.839078,2,0.693147,6.708204,3.044522,30.07,33909
2517,2517,0.257143,62,28,2.839078,2,0.693147,6.855655,3.367296,30.05,21038
2518,2518,0.462857,62,28,2.839078,2,0.693147,5.744563,3.178054,30.04,2011
2519,2519,0.668571,62,28,2.839078,0,0.693147,4.690416,2.890372,30.05,0
2520,2520,0.774341,70,28,2.451005,0,0.693147,4.123106,2.397895,30.02,0
2521,2521,0.568156,70,28,2.451005,1,0.693147,3.741657,1.94591,30,0
2522,2522,0.36197,70,28,2.451005,1,0.693147,5.477226,1.386294,30.03,8059
2523,2523,0.155785,70,28,2.451005,0,0.693147,6.082763,1.386294,30.01,28056
2524,2524,0.050401,70,28,2.451005,0,0.693147,8.485281,2.639057,29.95,32729
2525,2525,0.256586,70,28,2.451005,0,0.693147,8.124038,3.178054,29.91,20746
2526,2526,0.462772,70,28,2.451005,0,0.693147,6.78233,3.218876,29.88,1753
2527,2527,0.668958,70,28,2.451005,0,0.693147,5.91608,2.302585,29.89,0
2528,2528,0.774341,73,30,2.433613,0,0.693147,5.291503,1.791759,29.87,0
2529,2529,0.568156,73,30,2.433613,1,0.693147,5.291503,1.94591,29.85,0
2530,2530,0.36197,73,30,2.433613,1,0.693147,6.082763,1.386294,29.86,7896
2531,2531,0.155785,73,30,2.433613,0,0.693147,6,1.791759,29.86,27500
2532,2532,0.050401,73,30,2.433613,0,0.693147,8.185353,2.639057,29.83,32195
2533,2533,0.256586,73,30,2.433613,0,0.693147,7.549834,3.135494,29.81,20315
2534,2534,0.462772,73,30,2.433613,1,0.693147,5.656854,2.944439,29.82,1952
2535,2535,0.668958,73,30,2.433613,1,0.693147,4.358899,2.484907,29.87,0
2536,2536,0.776119,62,30,2.753661,1,0.693147,3.605551,2.484907,29.86,0
2537,2537,0.56946,62,30,2.753661,1,0.693147,3.162278,2.302585,29.88,0
2538,2538,0.362801,62,30,2.753661,1,0.693147,4,2.397895,29.93,2734
2539,2539,0.156142,62,30,2.753661,1,0.693147,6.082763,2.70805,29.96,20080
2540,2540,0.050517,62,30,2.753661,1,0.693147,6.403124,2.944439,29.96,34591
2541,2541,0.257176,62,30,2.753661,1,0.693147,5.656854,3.178054,29.94,21875
2542,2542,0.463835,62,30,2.753661,1,0.693147,4.123106,2.944439,29.96,2232
2543,2543,0.670494,62,30,2.753661,1,0.693147,2.645751,2.772589,29.99,0
2544,2544,0.777011,60,30,2.639057,1,0.693147,2,2.484907,29.99,0
2545,2545,0.570115,60,30,2.639057,1,0.693147,2.645751,2.397895,30,0
2546,2546,0.363218,60,30,2.639057,1,0.693147,3.162278,2.197225,30.04,1861
2547,2547,0.156322,60,30,2.639057,1,0.693147,5.196152,2.639057,30.05,26433
2548,2548,0.050575,60,30,2.639057,1,0.693147,6.403124,2.833213,30.03,33639
2549,2549,0.257471,60,30,2.639057,1,0.693147,6.244998,2.944439,29.98,21208
2550,2550,0.464368,60,30,2.639057,1,0.693147,4.123106,3.044522,29.99,1992
2551,2551,0.671264,60,30,2.639057,1,0.693147,3.162278,2.70805,30.03,0
2552,2552,0.778802,62,30,2.687847,1,0.693147,2.645751,2.639057,30.01,0
2553,2553,0.571429,62,30,2.687847,1,0.693147,2.645751,2.397895,30.01,0
2554,2554,0.364055,62,30,2.687847,1,0.693147,4.123106,1.94591,30.03,5203
2555,2555,0.156682,62,30,2.687847,1,0.693147,5.656854,2.197225,30.02,28196
2556,2556,0.050691,62,30,2.687847,1,0.693147,6.557439,2.890372,29.98,32608
2557,2557,0.258065,62,30,2.687847,2,0.693147,6.082763,3.091042,29.93,20628
2558,2558,0.465438,62,30,2.687847,1,0.693147,4.690416,2.944439,29.95,1829
2559,2559,0.672811,62,30,2.687847,1,0.693147,2.645751,2.772589,29.97,0
2560,2560,0.7797,64,30,2.639057,1,0.693147,3.741657,2.302585,29.95,0
2561,2561,0.572088,64,30,2.639057,1,0.693147,3.162278,1.94591,29.93,0
2562,2562,0.364475,64,30,2.639057,1,0.693147,4.358899,1.94591,29.94,4180
2563,2563,0.156863,64,30,2.639057,2,0.693147,6.403124,2.197225,29.94,28174
2564,2564,0.05075,64,30,2.639057,3,0.693147,6.855655,2.833213,29.91,34224
2565,2565,0.258362,64,30,2.639057,3,0.693147,5.477226,3.178054,29.9,18452
2566,2566,0.465975,64,30,2.639057,2,0.693147,4,2.944439,29.89,1810
2567,2567,0.673587,64,30,2.639057,1,0.693147,3.162278,2.639057,29.91,0
2568,2568,0.7806,64,30,2.646175,2,0.693147,3.162278,2.397895,29.9,0
2569,2569,0.572748,64,30,2.646175,2,0.693147,2.645751,2.484907,29.88,0
2570,2570,0.364896,64,30,2.646175,2,0.693147,4,2.197225,29.91,6677
2571,2571,0.157044,64,30,2.646175,1,0.693147,5.656854,2.079442,29.91,27571
2572,2572,0.050808,64,30,2.646175,1,0.693147,7,2.833213,29.88,32484
2573,2573,0.258661,64,30,2.646175,1,0.693147,6.244998,3.135494,29.85,20623
2574,2574,0.466513,64,30,2.646175,1,1.098612,4.358899,2.833213,29.87,1833
2575,2575,0.674365,64,30,2.646175,2,0.693147,4.123106,2.484907,29.94,0
2576,2576,0.782407,61,28,2.747271,1,0.693147,4.123106,2.484907,29.94,0
2577,2577,0.574074,61,28,2.747271,2,0.693147,3.605551,1.791759,29.93,0
2578,2578,0.365741,61,28,2.747271,1,1.386294,3.605551,2.639057,29.96,1553
2579,2579,0.157407,61,28,2.747271,1,0.693147,5.291503,2.890372,30,10820
2580,2580,0.050926,61,28,2.747271,1,0.693147,5.91608,2.944439,30,34718
2581,2581,0.259259,61,28,2.747271,1,0.693147,5.477226,3.295837,29.97,21487
2582,2582,0.467593,61,28,2.747271,2,0.693147,4.123106,2.772589,29.96,1893
2583,2583,0.675926,61,28,2.747271,3,0.693147,3.162278,2.772589,29.99,0
2584,2584,0.784223,59,27,2.839078,4,0.693147,2.645751,2.772589,29.98,0
2585,2585,0.575406,59,27,2.839078,4,0.693147,2.645751,2.484907,29.97,0
2586,2586,0.366589,59,27,2.839078,4,1.098612,3.162278,2.890372,30,692
2587,2587,0.157773,59,27,2.839078,3,0.693147,4.358899,2.70805,30.02,12441
2588,2588,0.051044,59,27,2.839078,3,0.693147,5.196152,3.178054,30.02,32812
2589,2589,0.259861,59,27,2.839078,2,0.693147,5.291503,3.135494,29.98,21404
2590,2590,0.468677,59,27,2.839078,3,0.693147,3.605551,2.890372,29.96,1844
2591,2591,0.677494,59,27,2.839078,3,0.693147,3.605551,2.890372,29.97,0
2592,2592,0.784223,59,27,2.687847,4,0.693147,3.162278,2.772589,29.96,0
2593,2593,0.575406,59,27,2.687847,4,0.693147,3.162278,2.639057,29.96,0
2594,2594,0.366589,59,27,2.687847,4,0.693147,3.162278,2.197225,29.97,987
2595,2595,0.157773,59,27,2.687847,3,0.693147,4.690416,2.833213,29.98,13735
2596,2596,0.051044,59,27,2.687847,3,0.693147,5.291503,2.890372,29.96,34957
2597,2597,0.259861,59,27,2.687847,2,0.693147,5.477226,2.890372,29.92,20826
2598,2598,0.468677,59,27,2.687847,3,0.693147,4.123106,2.833213,29.9,1837
2599,2599,0.677494,59,27,2.687847,4,0.693147,3.605551,2.302585,29.92,0
